Country;Store;Store Name;Address;Postal code;City;Region;Latitude;Longitude
DK;DK1001; Silkeborg;Torvet 2;8000;Silkeborg;3;56,16844;9,54574
DK;DK1002; Aalborg City;Algade 19;9000;Aalborg;1;57,04703;9,92412
DK;DK1003; Vejle;Torvegade 12;7100;Vejle;4;55,70848;9,53321
DK;DK1004; Randers City;Dytmærsken 5;8900;Randers;2;56,45941;10,03888
DK;DK1006; Odense;Vestergade 67;5000;Odense;4;55,394712;10,3804883
DK;DK1007; Waves;Over Bølgen 7D;2670;Greve;5;55,598368;12,3260493
DK;DK1008; Vesterbrogade;;1620;København V;7;55,6727889;12,5482178
DK;DK1009; Horsens;Søndergade 13;8700;Horsens;4;55,862169;9,844618
DK;DK1010; Ballerup;Ballerup-Centret 2;2750;Ballerup;7;55,729058;12,3557372
DK;DK1011; Aalborg Stc;Hobrovej 450-452;9200;Aalborg SV;1;57,0046866;9,873889
DK;DK1012; Roskilde;Skomagergade 5;4000;Roskilde;6;55,6408997;12,0772298
DK;DK1014; Holstebro;Nørregade 1;7500;Holstebro;1;56,3590875;8,6150396
DK;DK1015; Fields;Arne Jakobsens Allé 20;2300;København;5;55,6299477;12,5757602
DK;DK1016; Fisketorvet;Kalvebod Brygge 59;1561;København V;7;55,6619346;12,5591847
DK;DK1017; Herning;Bredgade 28;7400;Herning;3;56,1362991;8,9687897
DK;DK1018; Herlev;Herlev Bygade 22;2730;Herlev;7;55,7248769;12,4370652
DK;DK1019; Viborg;Sct. Mathias Gade 33;8800;Viborg;1;56,4494702;9,4053773
DK;DK1020; Frederikshavn;Danmarksgade 74b;9900;Frederikshavn;1;57,4388579;10,5330522
DK;DK1021; Sønderborg;Kastanie Alle 3;6400;Sønderborg;3;54,9094171;9,789206
DK;DK1022; Helsingør Bycenter;Stürups Plads 1;3000;Helsingør;6;56,0326489;12,6056696
DK;DK1023; Slagelse;Jernbanegade 10a;4200;Slagelse;5;55,4181714;11,3335001
DK;DK1024; Frederikssund;Nygade 1;3600;Frederikssund;6;55,8355049;12,0622705
DK;DK1025; Kolding Storcenter;Skovvangen 42;6000;Kolding;4;55,5139433;9,457668
DK;DK1026; Fredericia;Gothersgade 14;7000;Fredericia;4;55,5660648;9,7543213
DK;DK1027; Nykøbing F.;Østergågade 11-15;4800;Nykøbing F;5;54,7815417;11,8852502
DK;DK1028; City 2;City 2, Hveen Boulevard;2630;Taastrup;7;55,6442909;12,2765412
DK;DK1029; Købmagergade;Købmagergade 60;1150;København K;8;55,6818103;12,5731523
DK;DK1030; Hjørring Metropol;Østergade 30;9800;Hjørring;1;57,4567543;9,9883967
DK;DK1031; City Vest;Gudrunsvej 7;8220;Brabrand;2;56,1545463;10,1328903
DK;DK1032; Egedal;Egedal Centret 88;3660;Stenløse;7;55,7679837;12,1888399
DK;DK1033; Normal Hvidovre Friheden;Strandmarksvej 20;2650;Hvidovre;7;55,627023;12,4819316
DK;DK1034; Bruuns Galleri;M.P. Bruuns Gade 25;8000;Aarhus C;2;56,1491507;10,2026022
DK;DK1035; Farum;Farum Bytorv 73;3520;Farum;7;55,8144893;12,3782082
DK;DK1036; Rødovre;Rødovre Centrum;2610;Rødovre;7;55,6788351;12,4548089
DK;DK1037; Amager Centret;Reberbanegade 3;2300;København S;5;55,6630115;12,6020523
DK;DK1038; Ishøj;Østergade 29;2635;Ishøj;5;55,6157579;12,3426223
DK;DK1039; Thisted;Torvegade 4-6;7700;Thisted;1;56,9549277;8,6890733
DK;DK1040; Holte;Holte Midtpunkt;2840;Holte;8;55,8113371;12,4700881
DK;DK1041; Næstved Storcenter;Næstved Storcenter;4700;Næstved;5;55,2524214;11,7777581
DK;DK1042; Kalundborg;Kordilgade 6;4400;Kalundborg;6;55,6806744;11,0857613
DK;DK1043; Glostrup Shoppingcenter;Glostrup shoppingcenter 101;2600;Glostrup;7;55,6648591;12,3971839
DK;DK1044; Nørrebro Bycenter;Lygten 2;2400;København NV;8;55,7016313;12,5354713
DK;DK1045; Randers Storcenter;Merkurvej 55;8960;Randers;2;56,4297019;10,0617112
DK;DK1046; Esbjerg;Kongensgade 33;6700;Esbjerg;3;55,4662096;8,4489548
DK;DK1047; Værløse;Bymidten 90;3500;Værløse;8;55,783031;12,3719764
DK;DK1048; Svendborg city;Kattesundet 2;5700;Svendborg;4;55,0595284;10,6067278
DK;DK1049; Køge;Brogade 11-13;4600;Køge;5;55,4554467;12,1800063
DK;DK1050; Albertslund;Stationstorvet 24;2620;Albertslund;7;55,6570238;12,3512892
DK;DK1051; Spinderiet Valby;Torvegade 22;2500;Valby;7;55,6650147;12,5085796
DK;DK1052; ROs Torv;Ros torv 1;4000;Roskilde;6;55,6414214;12,0979763
DK;DK1053; Greve;Greve midtbycenter;2670;Greve;5;55,5826796;12,2939078
DK;DK1054; Aabenraa;Storegade 3 st;6200;Aabenraa;3;55,0451202;9,416585
DK;DK1055; Aars;Himmerlandsgade 84;9600;Aars;1;56,8034204;9,5136953
DK;DK1056; Vejen;Nørregade 14;6600;Vejen;3;55,4764121;9,1365389
DK;DK1057; Tønder;Vestergade 19;6270;Tønder;3;54,9349905;8,8654471
DK;DK1058; Skive;Nørregade 22;7800;Skive;1;56,568276;9,0249148
DK;DK1059; Kolding City;Rendebanen 13;6000;Kolding;4;55,4893163;9,470425
DK;DK1060; Herning Centret;Merkurvej 1a;7400;Herning;3;56,1356637;8,9973904
DK;DK1061; Hørsholm;Midtpunkt;2970;Hørsholm;6;55,8819244;12,4936213
DK;DK1062; Nakskov;Nygade 4A;4900;Nakskov;5;54,8301039;11,1388761
DK;DK1063; Ringsted;Torvet 1;4100;Ringsted;5;55,4407314;11,7791441
DK;DK1064; Skanderborg;Adelgade 61;8660;Skanderborg;2;56,0336158;9,92816
DK;DK1065; Brønderslev;Albani Plads 2;9700;Brønderslev;1;57,267375;9,9449745
DK;DK1066; Strøget København;Nygade 1-3;1164;København K;8;55,6783044;12,5715862
DK;DK1067; Hellerup;Strandvejen 159;2900;Hellerup;8;55,7319703;12,5733151
DK;DK1068; Ribe;Saltgade 10;6760;Ribe;3;55,3305996;8,7646992
DK;DK1070; Normal Hvidovre C Stationscenter;Laurits Olsens Vej 1;2650;Hvidovre;7;55,663821;12,4720442
DK;DK1071; Frederiksværk;Nordcentret lejemål 1;3300;Frederiksværk;6;55,9769832;12,0168819
DK;DK1072; Bagsværd;Bagsværd Hovedgade 106;2880;Bagsværd;8;55,7601585;12,454151
DK;DK1073; Vordingborg;Algade 81;4760;Vordingborg;5;55,0092243;11,90593
DK;DK1074; Vojens;Rådhuscentret 47;6500;Vojens;3;55,2461748;9,2899433
DK;DK1075; Normal Bjerringbro;Storegade 16 st.;8850;Bjerringbro;2;56,3745214;9,6538005
DK;DK1076; Haderslev;Gravene 1;6100;Haderslev;3;55,2511439;9,485183
DK;DK1078; Holbæk;Ahlgade 17C;4300;Holbæk;6;55,7175232;11,708751
DK;DK1079; Odder;Rosengade 28;8300;Odder;2;55,9724432;10,1432362
DK;DK1080; Aalborg Bispensgade;Bispensgade 14;9000;Aalborg;1;57,0495815;9,9172816
DK;DK1081; Odense, Rosengårdcentret;Ørbækvej 75a;5220;Odense;4;55,3843636;10,4247688
DK;DK1082; Vanløse, Kronen;Apollovej 33;2720;Vanløse;8;55,6880885;12,4908323
DK;DK1083; Esbjerg Storcenter;Gl. Vardevej 230, lejemål 318;6715;Esbjerg N.;3;55,5079272;8,4470018
DK;DK1084; Middelfart;Nytorv 7;5500;Middelfart;4;55,5043191;9,7347113
DK;DK1085; København, Dr. Tværgade;Frederiksborggade 15;1360;København K;8;55,6843861;12,583821
DK;DK1087; Næstved, Axeltorv;Axeltorv 1;4700;Næstved;5;55,2309468;11,7563069
DK;DK1088; Aarhus, Telefontorvet;Telefontorvet 10;8000;Aarhus C;2;56,1552692;10,2050367
DK;DK1089; Rønne, Snellemark;Nordre Kystvej 32;3700;Rønne;6;55,1026161;14,690847
DK;DK1090; Aarhus, Ryesgade;Ryesgade 4;8000;Aarhus C;2;56,152657;10,2026963
DK;DK1091; København N, Nørrebrogade;Nørrebrogade 174;2200;København N;8;55,6969306;12,5436678
DK;DK1092; Christianshavns Torv;Torvegade 47;1400;København;8;55,6725027;12,5894858
DK;DK1093; Kbh., Frederiksberg Centret;Falkoner Allé 21;2000;Frederiksberg;8;55,6815861;12,5304885
DK;DK1094; Aarhus, Søndergade;Søndergade 39-43, St.;8000;Aarhus C;2;56,1539248;10,2042569
DK;DK1095; Aarhus, Storcenter Nord;Finlandsgade 17;8200;Aarhus N;2;56,1708813;10,1860225
DK;DK1096; Aarhus, Viby Centret;Viby Centret 2-23;8260;Viby J;2;56,1236297;10,1467159
DK;DK1097; Brønshøj, brønshøj torv;Brønshøj;2700;København K;7;55,7046224;12,497162
DK;DK1099; Odense, Tarup Center;Rugvang 36-40;5210;Odense NV;4;55,409634;10,3377663
DK;DK1100; København, Vesterbrogade 12;Vesterbrogade 12;1620;København V;7;55,67373;12,5580153
DK;DK1101; Nyborg, Korsgade;Nyborg Korsgade 4 st.;5800;Nyborg;4;55,311805;10,7878449
DK;DK1102; Hobro, Adelgade;Adelgade 38;9500;Hobro;2;56,6381626;9,7916407
DK;DK1103; Aalborg, Friis Shoppingcenter;Nytorv 27;9000;Aalborg;1;57,047757;9,924262
DK;DK1104; Sønderborg, Stenager Centret;Stenager 17B;6400;Sønderborg;3;54,9235599;9,8074597
DK;DK1105; Skagen, Skråvej;Skråvej 6A-6B;9990;Skagen;1;57,7223628;10,5886113
DK;DK1106; Birkerød, Hovedgaden;Hovedgaden 23;3460;Birkerød;8;55,842035;12,4305026
DK;DK1107; Frederiksberg, Falkoner Alle;Falkoner Alle 55;2000;Frederiksberg;8;55,685201;12,5359173
DK;DK1108; Gentofte, Gentoftegade;Gentoftegade 50;2820;Gentofte;8;55,7475473;12,5385397
DK;DK1109; Ikast, Strøget;Strøget 1;7430;Ikast;3;56,1396836;9,1525458
DK;DK1110; Billund, Butikstorvet;Byens Plads 20B;7190;Billund;4;55,7308183;9,114433
DK;DK1111; Hammel, Tema Centret;Godthåbsvej 10;8450;Hammel;2;56,2556625;9,8654341
DK;DK1112; Viborg, Viborg Storcenter;Holstebrovej 81;8800;Viborg;1;56,4470463;9,3636103
DK;DK1114; Aarhus, Tordenskjoldsgade;Tordenskjoldsgade 55;8200;Aarhus N;2;56,1719448;10,2140278
DK;DK1115; Hørning, Nørre Alle;Nørre Alle 16;8362;Hørning;2;56,086429;10,0355276
DK;DK1116; Varde, Torvet;Torvet 2;6800;Varde;3;55,6202808;8,4787652
DK;DK1117; Nykøbing Sjælland, Algade;Algade 21;4500;Nykøbing Sjælland;6;55,9225407;11,6664826
DK;DK1118; Taastrup, Taastrup Hovedgade;Taastrup Hovedgade 87;2630;Taastrup;7;55,6498591;12,2997783
DK;DK1119; Skjern, Skjern Centret;Holger Danskes Plads 4;6900;Skjern;3;55,9458921;8,4941963
DK;DK1120; Viborg Sct. Mathias Centret,;Sct. Mathias Centret 1;8800;Viborg;1;56,4484761;9,4052071
DK;DK1123; Køge, Strædet;Rådhusstræde 8C;4600;Køge;5;55,4571948;12,1833008
DK;DK1124; Vallensbæk, Stationstorvet;Vallensbæk Stationstorv 17;2665;Vallensbæk;5;55,6241399;12,3866337
DK;DK1125; Jyllinge, Jyllinge Centret;Jyllingecentret 6;4040;Jyllinge;6;55,74997;12,10778
DK;DK1126; Odense, Ørbækvej;Ørbækvej 113;5220;Odense;4;55,3781315;10,4329756
DK;DK1127; Odense, Kongensgade;Kongensgade 42-46, St.;5000;Odense C;4;55,3967291;10,3812929
DK;DK1129; Odense, Dalumcentret;Dalumvej 42, st.;5250;Odense SV;4;55,3709613;10,3704229
DK;DK1130; Esbjerg, City Nord;Saltgade 10;6760;Ribe;3;55,5103762;8,4558189
DK;DK1131; Nykøbing F, Guldborgsundcentret;Guldborgsund Centeret 12;4800;Nykøbing F.;5;54,7598481;11,8539622
DK;DK1132; Helsingør, Prøvestenscentret;Prøvestensvej 22;3000;Helsingør;6;56,0192606;12,5712043
DK;DK1133;, Helsingør Stengade;;;;6;56,0344178;12,6071513
DK;DK1134; Svendborg, Svendborg Storcente;Vestergade 167F;5700;Svendborg;4;55,063661;10,588746
DK;DK1135; Lemvig, Vestergade;Vestergade 8-10;7620;Lemvig;1;56,5501526;8,3077494
DK;DK1136; Gilleleje, Peter Fjelstrups Vej;Stürups Plads 1, butik 1216;3000;Helsingør;6;56,1243345;12,3054677
DK;DK1137; Vanløse, Godthåbsvej;Godthåbsvej 197;2720;Vanløse;8;55,6923131;12,5135196
DK;DK1138; Nørreport;Frederiksborggade 15;1360;København;7;55,6835592;12,5713904
DK;DK1139; Ølby, Ølby Centret;Ølbycenter 3;4600;Køge;5;55,4792521;12,1729401
DK;DK1141; Vejle, Bryggen;Søndertorv 2;7100;Vejle;4;55,7052588;9,5280637
DK;DK1142; Hellerup - Waterfront;Tuborg Havnevej 4-8;2900;Hellerup;8;55,7257883;12,5770238
DK;DK1143; Hirtshals, Jørgen Fibigersgad;Jørgen Fibigersgade 25;9850;Hirtshals;1;57,5907534;9,9573279
DK;DK1145; Rødovre, Rødovre Port;Rødovre Port 22A;2610;Rødovre;7;;
DK;DK1146; Frederiksberg, Borups Allé;;2300;København;8;;
DK;DK1149; Åbyhøj, Silkeborgvej;Silkeborgvej 263;8230;Åbyhøj;2;;
DK;DK1150; Dragør, Kongevejen;Kongevejen 18A;2791;Dragør;5;;
DK;DK1152; Farsø, Farsø Rådhuscenter;;9900;Frederikshavn;1;;
DK;DK1154; Silkeborg, Nørrevænget;Viborgvej 16;8600;Silkeborg;3;;
NO;NO1001;Normal Kristiansand, Sørlandssenteret;Barstølveien 29-35;4636;Kristiansand;1;58,1788144;8,1324512
NO;NO1002;Normal Kristiansand, Markensgate;Markensgate 30 AS, (2)Gnr. 150 bnr.;4611;Kristiansand kommune;1;58,1449613;7,9922628
NO;NO1003;Normal Oslo, Torggata;Torggata 2-6;181;Oslo;2;59,9138183;10,7449315
NO;NO1004;Normal Stavanger, AMFI Madla;Madlakrossen 9, lejemål 118 og 118B;4042;Hafrsfjord;9;58,9525089;5,6778814
NO;NO1005;Normal Jessheim, Jessheim Storsenter;Furusetgata 10;2050;Jessheim;7;60,142873;11,1698221
NO;NO1006;Normal Sandnes, Kvadrat Senter;Gamle Stokkav 1, Lokale S250, plan 2;4313;Sandnes;9;58,8763659;5,7201553
NO;NO1007;Normal Bergen, Sartor;Sartorvegen 12;5353;Straume;3;60,3583747;5,1240572
NO;NO1008;Normal Drammen, Magasinet Senter;Nedre Storgate 6, Lejemål RI2205, plan 2;3015;Drammen;11;59,7428867;10,2037398
NO;NO1009;Normal Bergen, Oasen Kjøpesenter;Folke Bernadottesvej 52, plan 1;5147;Fyllingsdalen;3;60,3490496;5,288793
NO;NO1010;Normal Sandnes, AMFI Vågen;Vågsgata 33, lejemål 121 + 114B, plan 1;4306;Sandnes;9;58,8516408;5,7364612
NO;NO1011;Normal Stathelle, ALTI Brotorvet;Gangveien 10;3960;Stathelle;5;59,0456007;9,6924131
NO;NO1012;Normal Hamar, Maxi Storsenter;Aslak Boltsgate 48;2316;Hamar;7;60,7986656;11,0445896
NO;NO1013;Normal Orkanger, AMFI Orkanger;Orkanger, Amfi Orkanger;7300;Orkanger;4;63,3075572;9,8295018
NO;NO1014;Normal Tromsø, Jekta Storsenter;Karlsøyvegen 12;9051;Tromsø;8;69,6745651;18,9261899
NO;NO1015;Normal Stavanger, Klubbgata Sentrum;Klubgata 9;4013;Stavanger;9;58,9705596;5,7328833
NO;NO1016;Normal Steinkjer, AMFI Steinkjer;Sjøfartssgata 2, lokale 243+244;7714;Steinkjer;4;64,010635;11,4900738
NO;NO1017;Normal Mo i Rana, AMFI Mo i Rana;Ole Tobias Olsensgate 22. Lokale 101;8622;Mo i Rana;8;66,3111143;14,1325822
NO;NO1018;Normal Storgata, Tromsø;Storgata 46/50;9008;Tromsø;8;69,6482641;18,9516887
NO;NO1019;Normal Oslo, Grensen;Grensen 17, 1. sal;159;Oslo;2;59,9143189;10,7402813
NO;NO1020;Normal Bergen, Xhibition Kjøpesenter;Småstrandgaten 3;5014;Bergen;3;60,3927311;5,324161
NO;NO1021;Normal Karmsund, Oasen Storsenter;Austbøvegen 16, lok. 174;5542;Karmsund;3;59,3784289;5,3034325
NO;NO1022;Normal Oslo, Linderud Senter;Erich Mogensønsvei 38;594;Oslo;11;59,9429606;10,8331399
NO;NO1023;Normal Bergen, Bergen Storsenter;Strømgaten 8;5015;Bergen;3;60,3893462;5,3304242
NO;NO1024;Normal Mandal, ALTI Mandal;Skarvøyveien 55;4517;Mandal;1;58,0290434;7,4586524
NO;NO1025;Normal Stord, AMFI Stord;Hamnegata 11;5411;Stord;3;59,7784874;5,4970204
NO;NO1026;Normal Oslo, Stovner Senter;Stovner Senter 3, lok. 2047, Postboks 128;985;Oslo;11;59,9608868;10,9228608
NO;NO1027;Normal Bergen, Åsane Storsenter;Åsane Storsenter 42;5116;Bergen;3;60,4647338;5,3218785
NO;NO1028;Normal Strømmen, Strømmen Storsenter;Støperiveien 5;2010;Strømmen;7;59,9479565;11,0049732
NO;NO1029;Normal Frederikstad, Nygaardsgata;Nygaardsgata 49-51;1607;Fredrikstad;6;59,2130041;10,9353585
NO;NO1030;Normal Bergen, Lagunen Storsenter;Lagunevn. 1;5239;Rådal;3;60,2972147;5,3265816
NO;NO1031;Normal Arendal, ALTI Arendal;Vesterveien 4;4836;Arendal;1;58,4593134;8,7602597
NO;NO1032;Normal Rygge, Rygge Storsenter;Carlbergveien 2;1526;Moss;6;59,4155761;10,6799426
NO;NO1033;Normal Raufoss, AMFI Raufoss;Storgata 49, lok. 118;2830;Raufoss;7;60,7288406;10,6122503
NO;NO1034;Normal Ålesund, AMFI Moa;Langelandsveien 25, MOA SYD 1. Etasje, syd;6010;Ålesund;10;62,4652799;6,3494615
NO;NO1035;Normal Ski, Ski Storsenter;Jernbanesvingen 6;1400;Ski;6;59,7168426;10,8342672
NO;NO1036;Normal Moss, AMFI Moss;Dronningens gate 3-7;1530;Moss;6;59,4362788;10,6627338
NO;NO1037;Normal Kristiansand, AMFI Vågsbygd;Kirsten Flagstadsvei 32, lokale 102;4621;Vågsbygd;1;58,1247808;7,9508919
NO;NO1038;Normal Drammen, Liertoppen Senter;Drammensveien 201, lokale nr. 1040;3420;Lierskogen;11;59,8084195;10,2962913
NO;NO1039;Normal Porsgrunn, Down Town Senter;Storgata 70;3921;Porsgrunn;5;59,1377802;9,6392042
NO;NO1040;Normal Oslo, Senter Syd;Lofsrudveien 6;1281;Oslo;6;59,8483159;10,8274176
NO;NO1041;Normal Elverum, AMFI Elverum;Torggaten 3;2408;Elverum;7;60,8852132;11,5600721
NO;NO1042;Normal Trondheim, Nordre Gate sentrum;Nordre gate 6;7011;Trondheim;4;63,4313082;10,3944587
NO;NO1043;Normal Larvik, AMFI Larvik;Jegersborggata 4;3256;Larvik;5;59,0533807;10,0267711
NO;NO1044;Normal Drammen, Gulskogen Senter;Guldlisten 35 lokale nr. 167;3048;Drammen;11;59,7423275;10,155522
NO;NO1045;Normal Oslo, Triaden Storsenter;Gamleveien 88;1476;Rasta;11;59,9193964;10,9510796
NO;NO1046;Normal Rykkinn, Rykkinn Senter;Munins vei 1;1348;Rykkinn;5;59,9240288;10,4830662
NO;NO1047;Normal Frederikstad, Østfoldhallene;Dikeveien 28;1661;Rolvsøy;6;59,2517457;10,9908331
NO;NO1048;Normal Kleppe, ALTI Jærhagen;Solavegen 25;4352;Kleppe;9;58,7793108;5,6242516
NO;NO1049;Normal Askøy, AMFI Askøy;Kleppevegen 110;5308;Kleppestø;3;60,4224052;5,2009974
NO;NO1050;Normal Råholt, AMFI Eidsvoll Senter;Gladbakkvegen 1, lokal 103-104;2070;Råholt;7;60,2810277;11,171706
NO;NO1051;Normal Voss, AMFI Voss;Hardangervegen 25;5700;Voss;3;60,6287126;6,4334108
NO;NO1052;Normal Bergen, Vestkanten Storsenter;Loddefjordveien 2;5171;Loddefjord;3;60,3616647;5,2325989
NO;NO1053;Normal Namsos, Amfi Namsos;Søren R. Thornæs veg 19;7800;Namsos;4;64,467443;11,5020481
NO;NO1054;Normal Sandvika, Sandvika Storsenter;Brodtkorbsgate 7 lokale nr. 0105;1338;Sandvika;11;59,890096;10,5182254
NO;NO1055;Normal Oslo, Storo Storsenter;Vitaminveien 7-9 lokale nr. 0124;485;Oslo;2;59,9470258;10,7725253
NO;NO1056;Normal Kristiansund, ALTI Storkaia B;Arnulf Øverlands gate 2-8;6509;Kristiansund;10;63,1102153;7,7301649
NO;NO1057;Normal Ås, Vinterbro Senter;Sjøskogenveien 7, lokale 133;1407;Vinterbro;6;59,7394231;10,7681565
NO;NO1058;Normal Tønsberg, Farmandstredet;Jernbanegaten 1D, lok. C102;3110;Tønsberg;5;59,2694166;10,4097255
NO;NO1059;Normal Alta, AMFI Alta;Markedsgata 21-25, lok. 155;9505;Alta;8;69,9653619;23,2697193
NO;NO1060;Normal Hønefoss, Kuben;Kong Rings gate 1;3510;Hønefoss;5;60,1648985;10,2515515
NO;NO1061;Normal Larvik, Alti Nordbyen;Nordbyen Yttersøveien 2, lokale 201+202;3274;Larvik;5;59,0684877;10,0450773
NO;NO1062;Normal Levanger, Magneten Kjøbesente;Moafjæra 14, lokal 35-36;7606;Levanger;4;63,7371726;11,2713795
NO;NO1063;Normal Lillestrøm, Lillestrøm Torv;Torvet 6;2000;Lillestrøm;7;59,9560629;11,0445091
NO;NO1064;Normal Sandefjord, Hvaltorvet;Torget 7;3210;Sandefjord;5;59,1302776;10,2244143
NO;NO1065;Normal Kløfta, Romerikssenteret;Trondheimsvegen - Kløfta 86;2040;Kløfta;7;60,0762065;11,1337758
NO;NO1066;Normal Oslo, Bogstadveien;Bogstadveien 1;355;Oslo;2;59,9241828;10,7234217
NO;NO1067;Normal Lørenskog, Metro Senter;Bibliotekgata 30;1473;Lørenskog;11;59,9276762;10,955534
NO;NO1068;Normal Haugesund, Amanda Senter;Longhammarvegen 27;5536;Haugesund;3;59,3947657;5,3311572
NO;NO1069;Normal Trondheim, Sirkus Shopping;Falkenborgvegen 1;7044;Trondheim;4;63,4357658;10,4549586
NO;NO1070;Normal Oslo, Manglerud Senter;Plogveien 6;679;Oslo;11;59,8974107;10,8114906
NO;NO1071;Normal Oslo, Kolbotn Torg;Strandliveien 4;1410;Kolbotn;6;59,8148461;10,8028821
NO;NO1072;Normal Førde, ALTI Førde;Storehagen 9;6800;Førde;10;61,4523766;5,8496225
NO;NO1073;Normal Egersund, AMFI Eikunda;Fabrikkgaten 2;4370;EGERSUND;9;58,4531068;6,0017103
NO;NO1074;Normal Flå, Bjørneparken Kjøpesenter;Bjørneparken Kjøpesenter;3539;Flå;5;60,4312705;9,4557951
NO;NO1075;Normal Kongsberg, Stortorvet;Storgata 28;3611;Kongsberg;5;59,6702447;9,6493847
NO;NO1076;Normal Bergen, Laksevåg Senter;Kringsjåveien 89;5163;Laksevåg;3;60,3900851;5,2810835
NO;NO1077;Normal Bodø, City Nord;Stormyra;8008;Bodø;8;67,2788488;14,4104574
NO;NO1078;Normal Sogndal, AMFI Sogningen;Hovevegen 6;6856;Sogndal;10;61,2321321;7,1009136
